,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Welver,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Nideggen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Geilenkirchen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Raesfeld,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Versmold,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Pulheim,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Laer,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Breckerfeld,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Westerkappeln,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Velbert,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
SundernSauerland,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Linnich,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Detmold,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Rosendahl,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Espelkamp,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
BedburgHau,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Paderborn,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Beverungen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
SanktAugustin,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Niederzier,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Elsdorf,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Isselburg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
EmmerichamRhein,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Wachtberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
BadMuenstereifel,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Heiden,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Wiehl,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Netphen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Huellhorst,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Bedburg,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Huerth,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Hilchenbach,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Inden,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Schmallenberg,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Hueckelhoven,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Ennigerloh,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Zuelpich,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Olfen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Ense,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Nordwalde,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Warendorf,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Sendenhorst,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Witten,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Willebadessen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Grevenbroich,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Freudenberg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Stadtlohn,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Bueren,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Duelmen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Rheinberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Morsbach,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
BadSassendorf,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Geldern,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Lage,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Burbach,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Guetersloh,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Schwelm,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Frechen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Unna,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
PreussischOldendorf,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Anroechte,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
BadOeynhausen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Saerbeck,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Blankenheim,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Korschenbroich,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Kreuzau,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Bergneustadt,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Kirchhundem,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Halver,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Arnsberg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
VoerdeNiederrhein,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Langenberg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Alpen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Warburg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Niederkruechten,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Langerwehe,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Recklinghausen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
SchlossHolteStukenbrock,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Kreuztal,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Ennepetal,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Erwitte,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Selfkant,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
BadBerleburg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Schermbeck,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Luebbecke,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Sprockhoevel,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Meinerzhagen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Hattingen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Olsberg,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Kall,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
