"","activity01","activity02","activity03","activity04","activity05","activity06","activity07","activity08","activity09","activity10","activity11","activity12","activity13","activity14","activity15","activity16","activity17","activity18","activity19","activity20","activity21","activity22","activity23","activity24","activity25","activity26","activity27","activity28","activity29","activity30","activity31","activity32","activity33","activity34","activity35","activity36","activity37","activity38","activity39","activity40","activity41","activity42","activity43","activity44","activity45","activity46","activity47","activity48","activity49","activity50","activity51","activity52","activity53","activity54","activity55","activity56","activity57","activity58","activity59","activity60","activity61","activity62","activity63","activity64","activity65","activity66","activity67","activity68","activity69","activity70","activity71","activity72"
"Herten",2,2,3,3,2,1,4,3,3,3,4,3,3,5,3,1,2,4,1,0,4,4,0,3,1,4,1,3,4,1,5,4,3,1,2,2,3,3,3,2,0,5,1,2,5,2,2,5,4,4,2,2,4,4,2,1,4,4,0,1,3,1,1,3,2,1,5,3,4,0,1,4
"Doerentrup",3,4,1,3,0,2,3,4,4,3,1,2,5,2,3,3,3,3,3,5,3,1,4,4,1,4,2,3,4,3,5,4,0,4,3,2,4,3,3,3,3,3,5,4,1,2,0,3,3,0,3,1,3,3,3,5,2,2,4,3,5,5,4,5,5,4,1,4,3,4,4,2
"Welver",1,2,1,4,4,3,1,1,1,1,4,2,2,4,2,1,3,2,4,2,4,1,3,3,0,2,1,5,4,1,2,2,1,4,2,4,4,3,4,3,1,2,2,3,2,3,4,1,2,2,4,3,2,4,2,4,0,5,4,1,0,1,3,2,2,5,0,5,4,3,4,3
"Nideggen",3,1,3,4,3,5,2,2,4,2,4,4,3,2,2,3,3,3,1,1,2,5,4,5,0,1,4,4,3,2,4,1,5,3,5,3,4,4,3,0,3,4,4,0,5,5,1,1,4,5,1,2,1,1,3,2,0,4,4,1,1,5,5,2,3,0,4,4,1,3,4,1
"Geilenkirchen",2,3,3,2,4,5,3,5,4,0,1,2,3,3,4,3,3,5,3,3,3,4,3,3,2,2,1,4,2,2,1,3,2,2,4,3,3,3,5,3,4,2,4,2,1,1,2,1,2,5,5,4,3,5,3,4,2,4,2,1,1,3,3,3,4,5,5,3,3,1,0,2
"Raesfeld",4,4,1,5,4,2,2,1,4,5,2,5,1,1,2,3,2,2,4,3,5,5,2,2,1,3,5,3,3,0,2,2,3,1,1,1,3,5,3,5,3,3,0,2,4,3,1,3,1,1,3,3,3,2,4,4,3,2,3,2,1,2,2,0,4,1,4,1,1,2,3,5
"Versmold",2,4,1,1,3,3,5,2,5,4,4,1,4,4,3,4,5,2,3,2,3,4,4,1,2,4,3,4,2,2,2,2,3,3,3,4,5,2,5,3,3,4,0,2,2,4,4,1,5,1,4,1,5,1,4,5,5,1,3,5,3,3,4,3,4,0,1,2,2,3,2,1
"Pulheim",3,2,3,2,2,1,2,1,2,5,4,1,0,5,3,4,1,2,4,0,4,0,2,1,1,2,3,5,2,3,4,3,2,2,4,4,3,3,0,3,5,4,5,3,2,2,5,0,3,3,0,3,1,1,3,3,2,3,3,3,1,3,3,3,1,3,2,2,2,3,3,0
"Laer",3,4,4,4,3,4,1,3,4,4,4,2,4,2,5,3,4,3,2,4,3,4,4,1,5,1,5,3,4,4,3,2,5,3,2,4,4,4,5,1,3,3,3,5,3,3,2,2,5,4,3,4,4,1,5,4,3,2,4,1,5,1,3,2,4,2,3,4,5,2,3,4
"Breckerfeld",4,4,3,5,5,1,2,4,2,3,1,2,0,2,0,1,2,3,0,3,4,2,3,3,5,1,4,2,4,4,2,3,1,1,1,5,1,1,3,2,4,4,3,4,5,3,2,4,2,0,4,2,2,3,2,1,2,4,4,4,3,3,3,1,4,3,3,2,2,4,2,4
"Westerkappeln",3,3,5,2,3,3,4,1,2,0,0,2,0,2,3,1,3,2,1,2,2,2,5,3,4,3,5,2,2,3,1,5,4,1,2,2,2,5,4,1,4,1,4,4,2,2,3,3,1,0,5,0,1,3,3,5,3,2,1,4,3,5,2,3,4,4,0,4,3,2,2,2
"Velbert",1,5,0,4,5,1,1,4,1,3,1,3,3,3,3,5,2,2,0,2,4,4,1,5,5,2,4,3,0,2,4,0,2,2,1,1,2,0,4,4,1,1,1,2,3,3,3,4,4,1,2,5,3,1,3,5,0,3,2,3,4,3,3,2,2,5,2,1,1,0,0,4
"SundernSauerland",4,0,5,2,3,5,5,3,1,5,3,3,2,4,2,3,3,3,3,4,3,2,4,2,4,1,3,2,2,2,5,3,2,3,5,3,2,4,3,3,2,3,0,0,5,2,4,5,2,1,3,4,2,3,3,4,3,2,4,4,2,3,4,4,1,1,3,1,1,2,3,1
"Linnich",2,0,2,3,1,4,4,4,3,2,2,2,4,5,3,2,0,2,2,5,1,2,5,2,2,4,4,3,5,2,5,4,1,2,3,1,3,4,3,4,3,3,0,2,4,3,2,3,2,0,2,3,2,1,3,5,5,4,5,1,1,2,2,3,1,4,4,3,2,1,3,5
"Detmold",5,2,4,1,1,2,4,5,2,3,3,2,4,1,4,4,2,2,2,3,4,2,4,2,3,2,2,3,1,1,1,2,2,4,3,2,5,3,2,1,2,2,4,3,5,2,4,4,1,3,3,2,4,4,4,3,2,2,3,4,1,1,1,2,3,3,2,0,3,1,1,5
"Rosendahl",5,2,0,2,5,0,4,4,4,2,2,4,1,2,3,1,3,5,4,5,1,3,4,4,2,2,3,3,3,4,1,0,2,4,2,4,3,3,5,3,3,4,4,3,4,2,5,4,4,5,3,3,3,2,1,2,0,3,4,0,4,3,1,4,5,1,2,3,2,4,3,2
"Espelkamp",4,2,2,2,4,2,2,5,2,4,5,2,3,3,4,2,5,3,2,3,4,2,4,2,4,2,3,5,3,2,5,3,2,1,3,4,2,3,4,1,4,4,3,5,5,4,3,2,2,4,1,1,1,1,4,0,4,4,0,2,4,3,1,4,4,3,1,3,1,2,3,1
"BedburgHau",0,3,1,4,1,3,1,4,2,1,2,2,3,3,4,2,2,1,3,4,3,2,1,3,3,1,1,3,4,3,4,5,1,1,0,4,4,3,5,4,4,3,2,2,5,0,2,3,4,2,3,3,2,4,4,3,3,3,3,4,4,0,1,5,3,1,2,2,4,4,4,3
"Paderborn",4,3,3,1,3,3,1,2,2,1,3,2,4,3,1,2,1,2,3,4,4,3,1,3,2,3,3,1,4,4,3,1,2,0,2,4,4,1,4,2,2,4,5,3,4,4,3,4,3,3,3,4,3,5,1,2,5,2,3,3,4,3,2,5,0,2,1,3,1,2,2,3
"Beverungen",2,3,3,3,4,2,2,1,2,0,2,2,3,2,4,3,4,3,1,1,4,4,2,1,5,5,0,3,3,0,2,4,5,5,5,0,3,3,5,5,5,3,4,1,4,4,2,2,2,2,2,5,2,4,3,2,1,4,3,1,2,2,3,2,4,2,5,3,4,2,2,3
"SanktAugustin",4,3,4,4,0,2,2,2,4,3,4,2,4,4,4,4,2,0,1,3,4,3,2,3,4,3,5,4,1,4,2,3,1,0,4,2,2,2,3,0,3,1,5,4,3,0,4,3,3,2,3,3,3,1,4,5,4,3,4,5,4,4,3,2,4,4,2,4,3,1,4,5
"Niederzier",5,1,2,1,1,2,0,4,3,3,4,3,1,3,3,2,3,3,0,3,4,4,4,1,1,3,1,1,3,3,4,2,2,2,2,3,5,3,3,2,1,3,0,3,2,2,1,1,3,3,5,3,3,3,1,2,1,2,2,1,4,2,1,1,3,2,4,3,3,2,4,5
"Elsdorf",1,1,4,3,2,4,1,2,2,5,1,5,3,3,3,4,5,4,3,4,3,4,4,1,3,4,3,3,2,3,2,3,4,2,3,4,1,3,2,4,2,4,3,2,2,1,3,2,2,4,3,1,3,2,1,2,4,3,1,5,3,5,3,1,1,3,4,4,3,3,1,1
"Isselburg",4,1,5,1,4,3,4,2,2,2,3,4,4,4,3,4,2,2,2,4,4,0,2,2,3,5,2,4,4,3,4,2,5,4,3,1,3,3,3,2,3,3,0,1,5,3,4,2,2,2,1,3,3,4,5,2,3,4,0,2,5,3,4,3,1,4,3,1,4,2,3,3
"EmmerichamRhein",3,2,4,4,3,4,2,2,3,2,0,2,5,3,4,3,2,5,1,2,2,2,3,4,4,3,4,4,0,4,1,3,0,3,3,2,5,3,4,2,5,4,4,4,3,3,3,4,3,3,0,1,3,3,2,4,2,1,0,3,1,4,0,2,3,1,2,4,3,1,2,4
"Wachtberg",4,4,3,5,2,2,1,2,3,0,3,1,1,2,5,2,1,1,1,4,2,4,4,5,3,2,2,2,2,5,3,3,4,2,3,4,2,5,5,1,1,2,3,2,0,3,3,5,0,1,3,3,3,1,1,5,4,0,3,4,2,5,1,3,2,0,2,5,1,2,1,4
"BadMuenstereifel",1,2,3,1,4,4,3,3,2,4,5,3,5,2,2,3,0,2,2,3,3,5,1,3,2,3,4,2,3,3,4,3,4,3,1,4,5,2,2,2,2,0,2,1,0,2,1,4,4,4,2,5,4,3,3,1,5,3,1,1,4,3,3,0,3,2,4,5,3,3,2,1
"Heiden",1,3,3,3,2,4,4,3,1,3,1,5,4,1,4,2,3,3,5,2,4,5,4,1,3,0,2,5,5,3,3,4,2,3,5,5,2,1,3,4,2,5,5,4,4,4,3,4,3,1,1,3,1,5,4,2,1,3,5,4,5,3,3,5,1,4,4,4,3,1,5,1
"Wiehl",1,2,5,4,4,4,5,4,2,1,3,3,4,3,4,4,1,1,3,2,5,1,4,3,4,2,2,1,2,3,2,5,1,2,5,5,2,4,4,4,3,1,5,3,3,1,3,4,2,3,4,1,3,5,0,4,2,1,4,2,3,2,2,2,4,1,4,3,4,1,1,5
"Netphen",1,4,1,1,3,3,5,1,1,3,2,3,2,5,2,2,5,2,3,2,3,3,4,2,5,1,2,1,0,4,4,2,3,4,1,4,3,3,3,2,1,3,4,4,0,1,1,4,4,4,1,3,2,3,3,4,2,2,1,4,1,4,3,3,2,4,2,4,2,3,3,2
"Huellhorst",4,1,2,1,3,1,4,0,5,2,3,5,5,2,3,3,2,1,0,3,4,4,2,2,2,1,2,4,2,3,2,3,2,4,3,3,3,4,3,4,5,1,3,2,4,2,3,4,3,4,3,5,4,1,0,3,4,4,4,3,1,2,4,5,3,5,2,2,5,4,3,2
"Bedburg",2,3,3,2,3,4,4,2,1,4,4,3,3,3,4,1,4,3,3,3,2,0,5,3,4,1,3,2,2,0,2,2,2,4,3,4,3,3,3,3,3,2,3,1,1,2,3,4,1,4,2,4,2,4,4,2,4,4,3,2,3,3,3,1,1,3,1,3,4,5,3,3
"Huerth",1,4,3,2,3,3,4,4,3,1,1,4,5,3,1,0,3,2,3,2,1,3,3,4,4,4,2,5,4,3,4,2,5,0,2,2,5,0,1,2,1,2,2,1,1,2,3,0,3,3,2,4,4,2,3,5,1,3,1,1,1,4,1,2,2,3,5,1,1,4,3,1
"Hilchenbach",4,1,3,4,4,2,4,5,4,4,3,2,3,4,3,1,3,3,1,4,3,4,1,4,2,4,4,2,3,1,3,2,5,2,2,5,2,4,2,1,3,2,3,5,1,1,3,5,4,2,2,4,2,1,5,2,3,2,5,4,4,2,1,2,4,2,2,0,0,0,2,1
"Inden",4,2,3,4,3,5,2,2,3,4,3,2,4,3,2,3,4,2,4,2,1,1,3,4,4,3,4,3,3,3,2,4,2,3,1,2,3,3,4,3,4,3,3,1,3,3,2,2,3,1,4,3,4,0,4,1,3,5,2,5,1,4,1,3,3,2,5,2,2,0,5,3
"Schmallenberg",5,4,4,4,2,5,1,3,2,4,4,3,4,3,2,5,1,2,5,2,3,2,2,3,4,4,5,4,4,2,1,5,0,4,2,2,3,2,2,5,1,1,3,2,2,1,2,4,4,3,2,1,2,1,3,4,4,3,2,5,5,1,2,5,3,4,1,3,3,3,2,0
"Hueckelhoven",2,4,4,4,3,4,4,1,2,2,0,4,1,2,1,2,2,3,3,4,3,2,2,4,3,3,1,1,4,2,3,4,2,0,1,4,3,2,3,2,1,4,3,0,4,3,1,2,4,2,1,1,3,0,3,4,2,3,2,2,4,1,2,3,2,2,1,3,2,1,2,1
"Ennigerloh",4,2,2,3,0,2,4,4,4,4,4,4,3,3,4,2,2,2,1,4,3,0,4,4,2,3,2,3,5,2,1,1,3,1,2,2,4,3,0,4,2,1,1,3,2,4,1,5,1,2,1,3,1,4,5,3,5,3,3,4,2,0,3,5,2,1,3,1,5,2,5,2
"Zuelpich",0,4,5,0,2,2,4,2,4,3,2,3,0,3,4,5,2,4,4,2,3,1,3,1,2,3,3,1,1,2,2,5,0,2,4,4,1,5,4,3,2,3,1,1,3,4,5,3,4,5,5,2,3,3,3,4,2,2,0,3,2,4,2,5,2,4,2,4,5,4,2,3
"Olfen",3,4,0,4,4,0,1,2,1,3,4,1,1,3,3,1,3,1,2,1,5,0,3,4,3,3,3,1,3,5,3,4,4,1,2,4,4,3,3,3,3,4,4,2,3,3,4,2,4,4,5,4,2,4,2,4,2,4,1,4,2,2,0,3,1,5,3,3,1,3,4,3
"Ense",3,4,5,2,0,0,4,1,5,4,2,2,1,1,1,3,4,2,2,2,5,2,4,3,2,5,4,3,3,1,3,1,2,0,2,5,2,2,2,2,3,4,0,2,0,4,5,1,4,2,3,3,4,2,3,3,2,2,3,1,3,2,0,4,4,2,2,3,2,4,5,0
"Nordwalde",3,4,1,4,2,4,3,0,3,0,4,3,3,3,5,4,0,3,4,1,5,1,3,3,4,1,1,4,1,1,1,3,2,2,0,5,0,3,4,3,2,4,1,2,3,2,4,3,4,0,4,4,4,1,4,3,0,1,5,0,4,3,3,4,3,4,2,1,3,4,3,5
"Warendorf",3,2,1,4,3,2,4,2,1,3,3,2,2,3,5,4,2,0,3,2,4,3,2,4,2,3,1,3,3,3,2,1,5,3,3,5,4,1,2,2,1,3,2,2,1,3,2,2,4,1,2,3,2,4,3,5,0,2,2,2,2,3,3,3,2,4,4,1,5,2,1,2
"Sendenhorst",3,2,2,3,3,2,3,1,4,2,4,3,3,4,3,3,1,2,1,3,4,4,4,5,4,2,4,1,4,3,4,5,2,1,2,1,3,5,1,3,4,2,3,1,1,3,2,5,5,4,0,3,3,1,2,2,4,1,4,0,3,3,4,2,4,4,1,2,1,1,1,2
"Witten",1,3,0,4,1,1,1,1,3,3,3,2,2,4,2,2,2,2,4,2,3,4,3,3,3,5,1,3,0,2,3,4,1,3,4,4,4,4,0,3,2,2,1,2,2,2,4,3,3,1,3,1,4,1,2,2,1,3,4,0,4,3,2,1,4,3,3,3,4,3,3,1
"Willebadessen",1,1,4,3,3,3,4,4,2,4,2,1,3,2,2,4,3,1,1,5,2,2,4,1,2,2,3,2,3,5,3,1,3,1,3,1,3,0,1,4,1,3,3,4,1,3,2,1,1,2,4,3,2,4,4,4,4,5,2,2,4,3,3,2,4,3,3,2,5,3,4,2
"Grevenbroich",3,1,3,2,4,4,3,2,0,2,2,3,4,4,3,3,5,1,0,1,2,4,3,3,4,2,2,3,4,5,3,2,5,3,5,1,1,3,3,4,3,4,3,4,5,3,5,2,2,3,1,4,3,3,2,2,4,3,2,2,2,4,4,3,1,2,2,3,2,4,1,4
"Freudenberg",4,2,0,2,2,1,4,3,4,3,4,3,1,3,5,1,2,4,2,4,3,2,4,4,5,1,2,1,4,3,2,1,4,0,4,2,2,2,3,1,4,1,3,4,3,4,2,2,3,3,4,4,1,5,3,2,1,4,2,1,3,4,2,4,4,2,3,4,5,1,4,4
"Stadtlohn",4,1,2,4,2,4,2,3,2,1,1,2,1,5,4,1,1,4,4,5,2,2,2,0,3,1,5,3,4,2,4,2,4,0,2,2,0,4,2,1,3,0,2,1,5,4,2,2,2,4,3,4,4,2,5,3,2,5,4,1,1,5,0,4,5,2,4,4,0,2,2,3
"Bueren",3,1,2,4,4,5,3,1,2,3,3,3,2,4,3,0,0,3,1,3,3,2,4,0,4,4,2,3,3,3,5,3,5,3,3,1,4,3,3,3,1,2,4,3,4,3,4,4,4,1,3,3,1,4,1,3,5,4,1,3,2,2,4,2,3,3,2,1,3,5,2,5
"Duelmen",4,1,2,4,5,1,1,1,0,1,2,0,3,3,4,1,1,4,4,4,4,4,3,1,2,4,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,4,3,0,1,5,4,1,3,1,4,4,4,5,2,5,4,4,1,4,2,2,2,2,5,1,0,4,4,0
"Rheinberg",2,4,3,3,1,3,2,4,4,3,2,4,0,5,5,4,4,0,5,2,2,1,2,4,3,2,1,2,3,1,5,2,5,1,5,2,4,1,5,2,3,1,4,5,5,3,1,1,3,2,4,4,5,3,3,1,2,4,2,3,3,5,5,2,4,4,1,3,3,3,5,4
"Morsbach",2,0,4,0,1,1,1,3,4,5,2,4,3,3,5,2,2,0,1,3,5,1,3,1,2,3,1,3,4,2,4,4,2,4,4,3,2,3,3,5,2,5,1,2,4,4,5,3,3,3,2,2,4,3,2,1,4,1,2,0,3,3,4,4,3,2,1,1,1,3,2,3
"BadSassendorf",2,2,1,4,2,3,3,1,5,5,2,3,3,2,2,5,4,2,3,2,5,2,3,4,2,3,4,2,2,1,3,1,1,4,2,2,5,4,3,1,1,3,2,2,3,1,5,1,3,3,1,2,4,4,3,3,5,2,2,3,2,4,1,4,2,4,3,3,5,3,2,4
"Geldern",0,1,3,4,2,4,5,2,2,4,3,1,0,1,1,4,5,2,3,4,1,0,2,4,3,3,3,2,2,1,4,3,5,4,4,3,4,1,3,4,4,4,4,4,0,2,4,4,5,0,1,4,4,4,5,1,4,2,2,4,1,1,1,1,0,4,2,5,2,4,4,2
"Lage",2,4,4,1,1,3,4,1,2,0,1,4,2,5,3,0,2,4,2,1,2,3,4,2,1,1,3,0,2,5,5,3,0,2,5,3,4,4,3,5,1,3,4,3,3,3,1,4,4,3,1,4,0,4,1,2,4,1,1,1,4,3,3,4,2,3,1,2,1,2,3,4
"Burbach",2,3,3,3,4,4,5,4,1,2,0,1,2,2,1,4,4,0,4,2,5,3,4,2,2,3,2,3,3,3,3,4,1,1,1,2,0,1,3,3,2,2,3,0,1,4,4,2,1,4,2,2,2,5,5,3,3,4,5,2,4,4,3,3,2,3,4,1,2,3,1,1
"Guetersloh",4,4,3,1,4,2,5,3,1,2,4,4,5,5,2,0,2,2,4,2,2,2,3,3,2,1,4,5,0,3,3,4,3,1,3,3,3,1,2,3,2,3,3,2,3,5,3,3,1,4,5,3,2,5,1,4,5,4,4,5,2,2,5,5,3,2,3,4,1,5,3,3
"Schwelm",4,2,0,1,5,3,3,5,3,4,3,2,3,4,4,3,3,3,1,3,5,2,2,5,4,5,5,4,3,0,0,4,4,5,3,2,1,2,1,3,2,5,3,4,0,4,2,5,1,5,4,1,5,4,4,4,2,4,3,2,4,5,1,4,2,5,3,2,5,3,3,2
"Frechen",4,4,0,4,5,1,1,0,1,5,1,3,4,5,1,2,3,4,4,4,2,2,3,2,0,4,4,4,2,4,0,3,4,4,0,4,3,1,2,2,3,4,3,4,3,4,3,5,1,2,2,3,5,5,2,4,5,3,3,2,4,3,2,0,4,1,0,4,4,2,4,2
"Unna",1,3,1,1,4,2,2,4,1,2,3,3,4,2,5,3,4,3,2,4,3,4,1,3,3,4,5,4,3,3,2,3,2,4,0,2,4,1,3,5,5,3,4,3,4,1,1,1,2,4,0,4,3,5,2,1,3,3,2,4,3,3,0,2,0,1,4,3,2,1,3,1
"PreussischOldendorf",2,5,1,3,3,4,3,2,5,1,4,3,2,3,4,3,3,0,4,3,4,1,1,4,2,1,4,2,3,1,4,1,4,1,4,2,3,1,2,3,2,2,2,3,1,3,3,3,2,0,1,2,3,5,4,3,2,4,2,2,1,4,4,2,2,2,2,1,3,1,1,1
"Anroechte",1,5,2,2,5,1,1,1,3,5,4,3,3,5,4,4,3,1,2,1,4,2,3,0,2,0,1,3,3,1,2,4,4,0,3,3,4,3,2,5,3,3,2,4,3,4,1,3,3,1,4,3,1,4,3,4,1,5,4,1,2,2,4,0,3,3,3,1,4,3,2,5
"BadOeynhausen",3,4,4,5,3,3,3,3,4,1,2,5,3,2,0,2,3,3,2,1,1,1,2,4,5,4,1,2,1,2,3,1,2,3,4,2,4,5,3,4,3,2,2,2,5,1,3,1,3,0,3,4,1,2,4,4,0,2,1,2,5,5,4,1,3,4,4,2,3,1,3,4
"Saerbeck",2,0,3,3,3,0,4,3,1,5,4,4,3,0,3,4,5,2,5,3,3,4,1,4,4,3,4,1,3,5,1,2,3,3,3,3,2,3,2,3,1,1,4,3,4,0,3,1,3,1,1,3,3,2,2,2,2,2,4,4,3,4,4,1,2,2,1,1,4,2,4,3
"Blankenheim",3,3,2,3,3,3,2,4,0,0,4,1,5,2,2,3,1,4,3,4,2,0,1,3,5,3,2,2,1,4,4,2,1,2,1,4,1,2,4,4,1,2,2,4,2,4,2,2,1,3,4,4,1,0,1,3,4,3,1,3,4,4,0,4,3,2,3,2,2,3,3,1
"Korschenbroich",4,1,2,2,4,1,3,2,5,3,3,3,2,2,4,2,4,3,3,4,1,2,1,3,5,4,4,2,5,2,3,0,4,1,1,1,0,1,1,2,2,3,3,4,4,1,3,2,4,1,4,4,2,3,4,2,4,2,4,1,2,2,4,3,1,3,2,4,3,2,4,4
"Kreuzau",3,2,3,3,2,2,5,1,2,2,0,3,4,3,2,2,3,4,1,4,3,3,5,1,5,1,4,2,4,1,1,3,2,4,2,5,3,0,3,1,3,3,4,1,3,2,4,4,4,2,4,4,4,3,3,1,2,2,4,3,2,3,2,4,5,3,2,1,3,1,4,4
"Bergneustadt",2,3,2,0,3,2,1,2,4,4,0,5,2,1,2,4,4,1,2,2,5,2,1,5,2,0,3,3,3,1,5,2,3,4,1,3,3,2,1,2,4,4,4,2,1,3,2,2,0,3,3,2,3,1,4,1,1,2,2,4,1,3,4,3,3,5,4,2,3,5,4,3
"Kirchhundem",4,0,2,2,1,1,4,2,4,2,3,1,4,3,1,3,4,2,2,3,2,3,4,1,5,1,3,4,3,3,4,3,4,4,3,2,5,3,3,4,3,0,5,3,4,5,2,3,3,3,4,1,3,3,0,3,2,4,3,4,1,2,3,1,4,4,4,3,2,3,5,2
"Halver",2,2,4,5,0,5,4,0,1,2,4,2,4,1,4,4,4,5,4,5,2,4,3,0,1,3,1,3,1,3,2,4,1,4,4,2,2,4,3,3,2,3,4,1,5,4,0,1,4,4,4,2,2,3,2,4,4,4,5,5,2,3,2,3,2,3,1,3,3,1,2,3
"Arnsberg",1,4,2,1,4,3,3,1,2,1,5,2,4,1,1,4,5,1,3,4,2,4,2,2,5,5,4,2,5,4,5,2,1,3,3,2,5,4,2,5,2,1,3,2,5,2,3,3,3,3,3,2,4,2,4,4,1,3,5,4,3,2,3,1,1,1,3,2,3,4,4,1
"VoerdeNiederrhein",4,3,1,5,2,3,4,1,2,3,3,1,3,2,3,3,2,2,4,2,4,3,5,1,3,3,1,0,4,2,3,1,4,3,4,3,2,5,4,3,2,0,4,2,2,4,2,3,5,2,1,4,4,2,2,5,1,4,3,3,2,4,2,2,1,1,3,2,5,1,3,1
"Langenberg",2,1,2,2,4,2,2,3,2,5,1,5,2,1,4,2,2,4,3,2,4,3,3,3,4,3,4,1,2,3,5,5,2,4,3,3,3,2,1,5,2,1,4,2,3,3,4,1,1,3,2,2,5,4,5,3,3,1,4,1,3,1,2,4,5,5,1,4,3,1,2,1
"Alpen",1,3,2,2,1,1,2,3,2,2,2,2,1,5,5,1,4,4,3,1,2,2,2,2,3,1,3,2,5,4,1,3,4,4,5,2,0,2,4,5,2,4,2,1,2,4,2,4,4,2,5,5,5,2,1,4,1,4,2,5,2,3,5,4,2,3,2,2,5,1,1,0
"Warburg",2,1,4,3,4,4,4,3,3,4,5,2,1,0,0,4,5,2,2,2,2,1,2,2,2,3,3,1,5,2,2,4,2,3,4,3,5,4,4,4,4,2,2,5,0,1,4,5,2,4,4,4,3,2,3,5,1,3,2,0,2,3,2,0,4,1,4,3,0,3,1,2
"Niederkruechten",1,1,1,3,5,4,2,3,4,4,2,3,0,4,4,5,1,2,3,4,1,2,2,1,2,4,4,3,2,3,0,4,3,1,3,3,1,4,1,4,3,2,4,4,4,4,5,4,5,1,1,1,3,3,0,3,2,1,4,4,4,1,2,2,3,3,4,3,2,3,5,2
"Langerwehe",2,4,5,2,1,2,2,1,4,4,3,0,4,3,1,2,3,4,2,4,4,3,2,1,2,3,4,3,4,1,3,4,2,2,2,4,4,4,3,1,4,5,0,5,4,5,4,2,0,2,3,3,2,2,3,2,3,1,3,4,3,3,0,4,2,4,5,1,3,2,4,3
"Recklinghausen",3,5,4,2,2,2,4,2,4,4,3,3,2,3,4,2,1,2,3,1,2,4,3,5,4,0,3,1,1,2,4,4,1,1,2,4,3,3,4,3,1,3,1,3,1,1,4,3,4,3,5,4,1,5,2,1,2,0,3,4,4,1,3,5,2,0,3,2,4,2,4,2
"SchlossHolteStukenbrock",4,1,2,3,3,1,4,2,4,2,3,4,4,3,1,1,3,1,2,4,4,5,3,1,1,2,2,5,2,1,4,4,2,0,5,3,0,3,4,5,4,4,3,3,1,4,0,1,2,3,5,1,2,1,4,2,3,3,4,4,1,4,3,2,1,3,4,4,2,3,4,3
"Kreuztal",3,0,1,2,3,5,3,5,0,1,1,0,3,2,2,3,4,4,4,3,3,2,4,5,2,3,1,3,4,5,3,3,4,4,1,2,2,4,3,3,1,1,1,3,3,3,4,0,4,4,3,4,3,0,3,4,4,4,5,2,1,1,2,2,4,1,2,2,3,3,2,1
"Ennepetal",2,3,4,5,3,1,1,3,3,5,3,4,4,5,2,4,3,2,5,2,3,4,0,1,4,0,3,3,4,0,4,2,5,1,2,4,3,3,0,1,3,2,4,2,3,0,2,5,3,3,4,4,4,1,1,4,3,2,1,1,4,3,3,1,1,1,4,5,4,2,3,4
"Erwitte",2,2,2,4,2,3,2,4,5,5,2,4,2,5,4,4,4,4,4,3,1,5,2,4,3,2,0,3,3,2,0,2,5,4,4,3,1,3,2,2,1,1,3,3,4,2,2,4,3,1,5,4,0,2,2,2,1,5,3,3,1,4,1,4,2,4,2,1,2,4,2,3
"Selfkant",4,5,4,4,4,3,3,4,4,3,2,3,4,1,2,3,1,4,3,4,3,5,3,3,0,3,4,1,3,2,0,2,2,1,1,3,4,1,2,0,4,3,5,4,3,5,4,2,4,3,4,2,3,4,3,2,1,3,3,2,4,2,3,2,5,2,2,3,3,3,3,2
"BadBerleburg",1,3,4,3,4,2,3,2,4,5,4,4,1,5,2,4,4,1,5,3,3,3,3,1,3,2,3,3,4,2,4,4,2,2,2,1,2,2,5,2,2,2,4,3,4,3,4,1,2,0,1,4,3,2,3,4,0,1,3,4,0,2,1,3,4,4,4,4,3,1,2,3
"Schermbeck",5,1,4,1,1,2,5,5,1,2,2,1,3,3,3,1,4,1,4,1,1,2,1,2,2,3,4,3,3,1,2,1,2,4,2,4,2,0,1,2,0,1,2,4,3,1,4,1,1,2,2,2,1,4,4,5,4,1,2,4,4,2,1,3,1,1,4,1,5,2,4,2
"Luebbecke",3,2,1,3,3,2,4,0,3,3,2,3,2,1,4,2,3,3,3,0,0,3,4,1,3,1,2,1,1,5,3,5,1,1,5,3,0,4,0,2,3,1,2,1,3,3,0,5,2,0,2,3,4,1,3,4,4,1,3,4,3,2,4,4,5,3,4,3,0,4,1,4
"Sprockhoevel",3,1,1,4,2,3,2,5,1,5,0,3,4,3,2,2,3,4,4,1,4,1,4,2,1,3,2,3,4,2,3,1,5,3,1,3,4,4,3,2,1,4,3,4,4,2,4,4,4,1,3,2,4,0,3,3,3,3,4,3,3,2,5,5,3,1,4,4,3,4,1,0
"Meinerzhagen",4,4,3,2,3,2,4,4,2,3,3,1,1,3,3,4,4,5,4,1,4,4,1,2,5,1,2,3,4,4,4,1,4,1,1,3,4,3,3,2,2,0,1,0,1,1,0,2,1,1,1,4,0,4,2,3,4,3,3,3,2,4,3,3,4,4,2,2,0,2,4,1
"Hattingen",2,4,1,5,2,3,2,4,1,2,1,4,3,3,5,3,0,0,2,4,3,1,3,1,4,4,2,4,3,3,4,3,2,2,0,0,1,2,4,4,5,4,3,1,5,3,4,3,3,2,5,4,1,4,5,4,2,1,5,2,4,0,2,4,2,0,2,1,1,3,2,3
