,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Welver,3,3,4,2,2,2,3,2,0,3,4,1,3,1,3,4,0,1,2,1,2,5,4,4,3,0,0,4,4,3,4,4,5,3,2,3,3,2,3,2,3,3,4,3,4,1,2,4,4,4,5,3,1,3,4,2,4,2,3,2,1,1,3,0,2,3,3,2,2,0,2,2
Nideggen,4,0,1,3,4,1,3,2,0,4,4,1,3,2,1,2,3,3,4,4,3,2,2,1,1,5,4,2,4,4,4,3,2,3,4,3,2,2,1,1,4,2,1,4,4,2,3,3,0,3,5,3,2,2,4,1,3,4,2,1,1,4,2,4,2,0,1,2,4,1,2,4
Geilenkirchen,4,5,2,2,3,3,4,4,0,3,2,4,4,0,4,2,3,2,3,3,1,2,4,5,3,4,2,4,4,0,2,1,2,1,3,3,3,4,4,5,4,2,4,2,5,3,2,1,4,2,4,2,4,2,3,5,2,3,3,4,2,3,1,4,3,2,3,4,4,3,1,3
Raesfeld,4,4,4,3,0,1,2,3,2,2,2,2,2,3,3,3,1,0,1,1,2,1,1,2,2,1,2,2,1,5,3,4,1,3,0,3,2,1,2,5,2,2,2,2,4,5,4,4,5,1,3,4,1,0,3,5,4,3,5,2,0,2,3,3,3,1,5,2,3,2,3,0
Versmold,4,1,3,3,2,3,3,1,0,4,2,1,2,3,3,3,3,2,2,4,4,1,0,5,3,3,0,0,0,3,5,1,3,4,1,0,2,2,3,4,0,3,3,3,3,0,2,3,5,2,4,3,3,2,3,4,2,4,3,2,3,4,5,2,2,2,3,4,2,4,5,4
Pulheim,1,1,4,5,5,3,3,4,4,2,4,3,3,3,0,2,3,4,4,4,2,3,1,3,2,4,4,1,4,1,4,3,0,4,2,4,2,2,2,0,3,1,3,1,3,2,3,2,5,2,4,3,4,5,4,4,2,3,3,2,2,2,0,2,0,3,4,4,2,4,1,4
Laer,3,4,5,2,4,0,3,3,3,1,4,4,3,3,4,2,1,4,1,5,3,5,1,4,4,1,3,3,2,1,2,4,5,1,4,5,3,3,2,1,3,3,4,2,2,3,2,3,4,3,2,3,2,3,4,2,4,3,4,1,4,0,0,2,2,4,2,2,4,3,1,3
Breckerfeld,2,4,2,2,3,5,3,2,3,2,3,3,2,2,5,5,3,3,2,2,3,1,5,3,1,2,4,2,4,1,3,3,3,4,3,2,0,1,5,3,2,5,2,2,2,2,4,3,4,4,4,3,4,5,4,4,3,4,3,4,5,4,3,2,3,2,2,4,2,2,0,2
Westerkappeln,2,3,3,0,3,4,3,5,5,4,4,2,4,3,4,2,3,3,4,1,4,3,4,4,1,4,5,5,5,0,4,1,3,3,5,2,4,1,2,3,4,3,2,5,1,3,3,1,2,1,4,4,5,5,2,2,0,3,3,1,5,5,2,4,3,0,2,3,3,2,3,4
Velbert,2,2,2,4,4,2,4,1,1,1,4,2,2,2,4,0,1,2,2,1,4,0,3,1,4,3,2,2,3,1,1,2,2,4,2,4,2,1,0,3,2,3,3,4,2,4,1,4,2,2,3,3,1,4,3,3,4,2,3,4,1,2,1,4,2,3,0,4,2,5,2,2
SundernSauerland,5,2,2,5,5,4,3,2,2,1,3,1,3,4,3,4,1,5,3,4,1,2,2,4,3,2,4,3,4,5,4,4,2,4,4,4,2,3,2,2,3,2,1,5,3,4,5,2,1,3,3,1,4,4,2,4,1,5,4,3,4,2,3,2,5,3,1,3,2,4,1,4
Linnich,1,2,5,5,1,4,3,3,2,4,4,3,3,4,3,5,1,4,4,3,3,2,5,1,4,3,3,2,2,3,1,2,4,4,5,4,4,0,0,4,3,3,1,2,2,4,4,3,2,4,2,4,3,2,1,2,3,2,3,1,2,2,3,2,4,5,4,5,3,3,4,4
Detmold,4,4,1,2,5,5,2,3,3,1,1,2,2,2,4,4,3,4,2,2,3,4,3,4,4,2,2,5,2,1,0,3,1,5,1,3,1,2,1,4,3,4,1,5,4,4,4,4,5,4,2,4,2,2,2,1,4,3,2,2,0,5,3,2,4,2,3,3,4,4,2,3
Rosendahl,4,1,2,2,1,3,5,4,4,1,2,4,3,3,4,0,4,0,3,3,2,2,1,5,3,3,1,1,2,3,3,3,0,4,4,5,5,4,0,4,5,3,3,4,2,4,3,4,1,1,1,4,2,4,3,1,3,1,2,4,2,4,4,4,5,1,4,0,1,4,3,3
Espelkamp,2,2,4,4,3,4,2,4,2,3,2,5,3,4,4,3,0,3,5,0,2,1,3,3,3,4,5,5,4,4,4,4,2,3,3,2,1,4,3,5,5,2,4,1,0,5,3,4,3,4,4,1,4,4,1,5,3,3,4,5,3,2,3,2,3,4,4,3,2,3,3,1
BedburgHau,3,3,5,3,3,1,5,4,4,1,1,2,2,4,4,1,3,1,1,2,4,4,4,1,3,2,4,2,3,2,2,2,2,1,5,3,5,3,1,4,5,4,1,4,5,2,1,4,3,3,2,5,2,3,3,2,1,3,4,3,3,1,2,2,5,4,3,0,2,2,4,2
Paderborn,1,4,3,3,3,3,0,2,2,1,1,2,4,3,2,1,2,4,2,3,3,4,4,2,1,2,2,2,1,3,4,2,1,3,3,0,2,3,3,1,4,5,3,2,4,4,2,1,3,4,3,4,2,1,2,4,4,2,2,4,5,3,4,1,3,1,3,2,5,4,5,5
Beverungen,1,2,5,1,4,3,4,4,2,5,3,5,1,2,3,0,0,1,2,1,4,3,2,5,5,2,1,2,3,0,1,4,2,1,2,1,2,2,3,5,2,3,1,4,4,4,4,2,5,1,2,4,0,1,4,2,1,4,0,0,3,0,2,4,3,4,4,2,4,4,3,3
SanktAugustin,4,4,2,4,4,2,4,2,2,4,2,4,2,3,5,4,2,4,4,4,2,4,2,3,2,4,3,0,4,3,1,1,3,1,5,4,2,3,3,3,2,2,4,4,1,1,1,4,3,0,3,3,1,4,3,1,3,5,2,4,4,1,0,3,5,3,3,2,1,3,3,4
Niederzier,2,1,3,4,4,1,3,3,2,4,1,2,5,2,3,1,4,1,3,3,2,3,2,3,3,3,2,4,4,2,2,4,3,1,3,1,1,4,4,2,2,5,5,3,2,3,1,4,1,5,3,3,4,2,4,3,2,3,5,3,5,2,2,2,3,5,2,4,4,3,0,4
Elsdorf,5,2,3,3,2,2,3,2,3,5,2,3,4,3,1,2,3,4,4,0,3,5,3,1,4,3,2,3,5,3,2,2,4,3,5,5,4,4,3,0,1,1,4,4,2,4,3,3,1,2,1,4,5,2,4,2,2,1,4,5,3,0,2,3,3,2,4,4,3,2,4,4
Isselburg,4,1,1,3,3,1,4,3,4,4,2,5,2,2,5,3,4,3,1,5,2,2,2,2,4,2,2,2,3,1,4,3,4,5,5,3,1,3,5,1,3,5,1,3,0,2,4,3,3,1,2,3,0,3,3,1,2,2,3,2,1,3,5,4,2,0,3,3,3,2,3,5
EmmerichamRhein,4,2,5,3,3,3,3,4,0,0,1,2,4,2,2,3,5,1,2,4,2,3,3,2,2,4,5,2,0,2,5,3,4,3,4,3,2,5,2,4,3,1,3,5,2,4,2,3,4,4,4,3,0,3,1,4,3,4,5,2,2,1,1,3,4,4,2,0,2,1,2,4
Wachtberg,2,3,4,4,2,3,5,2,3,1,3,1,4,4,1,4,2,2,3,4,3,4,1,4,5,2,1,0,5,4,2,3,2,2,4,1,2,2,2,4,2,5,1,5,4,3,3,5,2,0,2,1,1,2,0,4,4,4,2,4,2,3,2,3,2,4,0,1,2,1,5,3
BadMuenstereifel,3,2,5,5,2,4,1,2,4,3,2,3,4,3,1,2,3,0,2,3,2,3,0,2,5,0,3,3,3,2,2,5,3,4,3,4,2,3,3,2,3,0,3,2,2,4,2,5,1,4,4,4,4,2,1,2,2,3,1,5,4,2,2,2,1,4,0,4,2,5,4,1
Heiden,3,0,4,4,3,4,1,1,4,3,4,4,3,5,3,2,2,4,4,3,2,1,1,3,3,3,0,4,5,2,4,3,0,0,5,3,5,3,2,4,4,4,5,5,4,2,3,1,4,1,1,3,2,2,4,3,4,2,2,5,3,2,2,0,4,1,3,2,3,3,1,4
Wiehl,1,1,2,1,4,1,1,3,4,5,2,5,5,4,1,0,4,3,2,3,3,4,1,2,1,0,2,0,2,3,2,2,2,1,1,3,0,1,3,4,0,4,2,5,2,2,3,3,1,1,4,5,2,2,3,2,2,1,4,1,3,4,5,4,3,1,2,4,4,5,3,4
Netphen,5,3,1,4,1,2,0,2,2,5,5,3,1,4,3,4,4,0,3,0,3,3,3,3,3,1,3,5,4,4,4,5,4,5,3,1,2,0,4,3,2,1,3,2,2,5,4,3,1,1,2,3,3,2,4,4,3,3,3,0,2,4,3,1,4,2,3,4,5,1,2,5
Huellhorst,2,1,2,5,2,4,2,3,3,2,2,1,4,3,4,2,4,3,4,1,3,3,3,1,3,5,4,2,3,1,1,5,4,0,4,1,5,3,0,5,2,3,5,3,2,2,1,3,5,2,3,3,2,3,3,3,3,5,3,2,1,1,4,2,2,2,1,1,1,2,4,5
Bedburg,2,3,4,4,3,2,3,4,3,2,5,5,3,3,3,2,2,1,4,1,4,3,3,3,5,1,4,1,4,5,4,0,2,3,1,5,1,1,2,0,3,3,3,2,2,1,2,3,2,4,4,2,4,2,1,4,3,3,0,3,4,2,4,5,4,5,5,3,3,2,5,1
Huerth,4,3,3,3,4,1,3,2,2,3,4,1,1,3,2,4,4,3,3,4,3,4,3,1,3,4,4,5,0,4,2,3,3,5,1,4,0,4,2,1,1,1,3,4,3,3,4,4,4,2,1,5,4,4,5,3,4,3,4,2,2,3,2,0,3,2,4,4,2,2,3,4
Hilchenbach,4,4,2,3,2,3,0,4,0,0,3,2,4,1,0,4,1,2,4,1,3,3,3,4,2,3,3,2,1,3,5,1,3,3,3,4,4,4,1,2,3,0,2,3,1,3,1,4,3,3,1,2,2,4,4,2,3,2,4,3,3,1,3,2,3,1,1,3,0,1,1,2
Inden,1,4,5,5,2,1,5,3,3,4,2,4,3,5,4,4,4,2,3,3,3,4,4,3,3,1,4,3,4,2,3,3,1,2,5,2,2,4,3,2,4,2,2,2,1,4,3,3,4,4,5,3,4,0,2,4,2,4,2,2,3,4,3,0,3,3,2,4,4,3,3,0
Schmallenberg,3,3,2,3,2,1,1,5,3,4,5,2,3,3,1,2,5,3,1,4,2,1,2,1,3,3,3,3,2,4,1,5,3,3,3,2,2,1,3,4,3,4,2,1,2,4,1,3,1,4,1,3,3,2,3,3,2,4,4,1,2,2,3,2,4,3,4,4,0,3,3,4
Hueckelhoven,3,3,5,5,2,3,5,3,4,2,1,4,5,2,2,1,2,4,5,4,2,5,4,3,2,2,1,2,3,2,0,1,1,1,2,4,2,1,3,2,4,5,2,2,2,2,5,2,3,1,3,3,4,1,2,1,1,2,1,1,2,1,0,1,2,2,2,3,4,1,0,2
Ennigerloh,5,2,3,2,3,4,3,4,4,3,2,1,4,3,4,5,4,2,2,3,4,3,4,5,1,3,1,1,1,0,1,1,2,0,2,1,3,3,3,3,1,4,4,4,3,4,4,2,3,5,3,5,3,4,4,5,4,3,4,3,5,1,3,3,1,4,2,4,3,2,3,1
Zuelpich,3,4,4,2,4,3,4,3,3,2,4,1,4,2,4,4,2,1,0,3,3,2,1,1,3,4,4,4,4,1,3,1,2,1,2,0,3,5,0,2,3,5,4,3,1,1,3,2,2,4,3,0,3,4,2,2,4,2,3,4,1,3,4,4,4,1,2,2,4,4,4,2
Olfen,2,2,0,1,4,3,2,2,1,2,2,2,3,0,4,4,4,1,3,3,1,2,3,4,3,0,1,4,2,4,4,1,4,2,0,1,4,4,5,5,5,2,5,1,1,1,2,3,3,2,3,0,2,5,4,4,3,3,4,2,4,2,3,4,2,1,3,1,2,4,2,1
Ense,4,3,4,4,5,1,2,4,1,3,3,2,1,3,4,4,4,3,4,1,4,4,1,3,4,2,3,2,5,3,3,2,0,3,4,3,4,4,1,2,3,1,2,1,3,3,4,4,3,3,4,1,3,5,0,4,3,5,5,4,3,2,2,4,2,4,3,5,3,4,5,3
Nordwalde,4,1,3,5,2,2,4,4,1,4,3,4,2,4,2,1,3,5,4,4,3,1,5,2,3,3,3,1,4,3,5,4,1,2,4,1,4,3,0,5,3,4,4,4,3,3,4,3,3,4,1,4,1,5,5,0,5,3,3,4,5,4,1,4,4,5,2,2,4,3,3,3
Warendorf,4,2,5,3,2,2,2,1,3,3,2,2,3,3,5,3,3,1,4,2,3,1,2,0,3,1,4,1,2,4,2,0,5,2,4,2,3,4,4,1,4,3,3,2,3,2,3,4,2,5,1,3,0,3,3,2,5,3,2,4,2,3,1,4,4,2,4,2,3,4,2,5
Sendenhorst,4,3,3,3,1,2,2,3,2,5,2,1,4,4,2,1,2,4,5,4,2,3,2,3,3,3,3,4,5,1,4,2,3,1,2,3,5,4,4,2,4,3,5,2,1,4,3,5,3,4,3,5,2,4,3,4,2,2,2,4,4,2,1,3,4,4,5,3,1,2,4,3
Witten,2,3,5,2,2,1,3,2,4,3,2,4,4,4,1,4,4,0,3,5,2,4,2,4,3,4,4,4,2,4,2,5,2,2,3,3,5,5,2,4,4,1,2,2,0,5,5,3,2,4,3,4,4,0,5,0,1,1,1,4,1,4,2,0,2,0,3,3,4,5,3,3
Willebadessen,1,4,2,2,2,1,1,3,4,2,1,2,0,4,1,4,2,0,4,3,4,3,4,4,1,2,1,5,1,4,2,3,5,4,1,3,3,4,2,3,4,4,5,2,1,1,0,4,0,5,4,2,5,4,4,3,4,4,5,4,5,4,3,1,4,2,3,1,2,3,1,5
Grevenbroich,1,4,3,2,2,3,1,2,3,3,4,4,4,1,1,2,2,3,4,1,3,1,3,1,3,4,4,2,3,1,5,2,3,4,2,3,0,2,5,4,2,5,5,0,5,1,3,1,2,4,4,4,4,1,4,2,1,3,4,3,5,4,1,3,4,3,1,3,1,3,4,4
Freudenberg,4,5,3,2,4,3,0,2,3,1,4,1,3,3,0,1,5,4,1,4,4,2,1,3,3,3,5,4,3,0,3,1,1,4,2,3,3,1,2,5,2,4,4,4,3,2,5,1,2,3,4,4,3,1,0,2,1,3,4,4,1,1,3,3,2,4,4,1,0,3,3,2
Stadtlohn,0,4,3,3,3,5,2,1,3,2,3,2,5,5,1,3,3,4,3,5,3,4,3,3,2,2,4,4,3,4,3,5,2,1,2,2,2,3,2,0,3,4,3,3,4,1,4,3,3,0,5,4,2,2,3,1,2,3,0,4,4,1,2,2,2,3,2,3,2,2,2,4
Bueren,0,3,1,0,3,3,2,2,5,2,1,0,5,1,2,5,3,1,3,3,5,3,1,1,1,4,4,1,4,0,4,2,3,1,2,4,4,4,2,3,4,5,4,3,0,3,1,3,1,4,1,1,4,4,2,4,3,1,3,3,5,4,4,1,3,1,3,3,1,4,3,1
Duelmen,3,4,1,2,2,5,4,4,5,3,3,4,3,5,5,2,3,3,2,3,3,0,2,3,3,4,2,0,3,5,3,3,5,5,1,1,3,2,2,1,1,1,3,4,4,4,0,2,4,1,5,4,2,1,4,4,4,2,5,2,3,2,2,1,2,5,3,3,2,2,4,4
Rheinberg,3,3,3,2,1,3,1,5,3,5,3,4,3,2,4,1,1,2,4,2,2,4,1,5,4,4,2,2,1,1,3,3,3,1,4,2,4,3,2,5,5,3,4,3,2,2,2,2,2,4,4,4,5,5,4,4,4,3,3,5,4,2,4,4,3,2,2,5,1,4,2,1
Morsbach,4,1,4,3,4,1,2,5,5,2,3,2,3,4,2,4,2,3,1,1,4,1,1,4,3,3,2,1,4,5,5,4,1,5,0,2,1,3,3,1,2,5,4,2,3,3,1,4,3,1,2,3,4,1,3,0,3,1,5,2,2,5,3,3,1,1,2,2,4,3,2,1
BadSassendorf,1,4,5,3,3,3,2,2,3,3,1,4,3,2,0,4,3,5,3,1,1,1,4,4,4,2,3,2,3,0,3,4,2,2,4,3,1,1,1,1,3,4,0,2,2,2,1,1,1,3,2,3,1,1,4,3,2,2,4,0,2,4,2,3,1,4,1,2,3,1,2,3
Geldern,4,4,3,2,2,4,2,3,2,3,2,1,4,4,3,3,5,3,2,2,1,3,3,3,5,4,2,3,3,5,5,1,2,0,3,4,3,2,3,5,1,5,1,1,4,2,4,1,3,5,3,1,5,5,3,3,2,1,4,2,1,4,0,3,1,1,4,3,2,4,4,1
Lage,4,1,4,4,2,2,2,3,4,3,2,1,5,1,3,4,3,3,1,4,2,3,1,2,4,4,4,3,1,3,2,3,1,1,1,2,3,1,3,0,4,3,2,3,0,2,3,2,1,3,1,3,4,3,3,3,2,4,2,1,2,1,0,3,1,3,3,5,4,3,3,5
Burbach,2,3,3,3,3,3,2,3,4,4,4,4,4,4,1,4,3,2,2,4,4,5,3,4,4,3,1,2,3,2,3,1,5,1,5,5,4,4,3,2,2,3,4,4,3,3,2,2,0,2,3,4,2,1,3,3,2,1,4,5,4,2,2,3,2,2,3,4,4,4,3,4
Guetersloh,3,0,3,4,4,3,3,4,4,4,3,0,5,1,5,3,2,0,4,2,2,0,4,3,4,5,4,2,3,2,2,3,2,3,0,3,4,5,2,2,4,4,2,2,3,5,3,2,1,2,4,4,3,2,0,0,1,4,1,4,4,4,3,3,3,1,2,5,5,1,2,4
Schwelm,3,4,0,4,2,3,3,4,1,4,4,2,4,4,2,1,3,1,2,3,5,4,1,3,2,2,4,3,3,2,4,4,4,4,3,3,4,5,1,4,2,3,1,5,3,3,2,2,2,4,2,2,5,2,1,2,1,2,1,5,3,4,2,4,3,4,5,3,4,1,2,2
Frechen,2,0,1,3,2,2,4,3,4,3,2,3,5,2,5,4,5,1,5,2,2,3,2,1,3,3,5,3,3,4,0,2,3,2,4,2,2,1,5,2,4,3,2,2,4,4,2,2,2,3,3,5,3,3,2,4,2,2,1,1,2,3,2,3,1,2,2,4,1,3,3,3
Unna,1,1,2,5,3,4,2,3,2,4,1,5,1,3,5,4,4,0,4,2,3,2,4,3,4,4,3,1,3,1,1,2,0,1,3,5,1,3,2,4,4,2,2,2,0,2,2,3,1,3,1,2,4,1,4,0,1,2,1,4,3,3,4,3,0,1,3,4,5,1,2,1
PreussischOldendorf,0,2,4,3,1,4,3,0,3,3,4,4,2,4,1,1,4,4,4,2,1,3,5,2,4,5,3,3,3,1,1,2,4,4,3,2,4,5,4,2,0,1,1,2,2,1,4,3,4,3,0,0,3,3,4,3,4,1,4,0,3,3,2,4,5,4,3,4,4,3,3,4
Anroechte,3,2,3,2,1,4,1,3,2,3,3,5,0,1,3,4,2,3,3,2,3,5,2,4,4,0,3,2,4,5,3,2,1,3,0,5,2,5,3,3,3,2,2,2,3,3,0,4,3,1,0,0,1,2,1,3,1,0,1,3,2,1,2,4,4,3,4,1,4,3,1,3
BadOeynhausen,2,2,5,1,3,3,2,5,3,3,4,3,1,4,2,1,3,5,2,2,4,1,3,3,2,2,5,1,2,5,2,2,2,4,1,3,4,3,4,4,4,5,2,3,5,3,2,2,4,3,3,1,1,3,3,3,2,4,4,3,2,5,3,4,2,2,2,2,0,2,2,4
Saerbeck,3,3,4,3,0,3,4,2,5,1,5,4,1,4,3,2,4,2,2,4,2,3,4,4,4,3,3,1,3,4,1,4,0,4,3,3,3,1,3,4,3,1,1,4,3,2,1,3,2,0,2,1,3,2,2,3,3,1,5,5,3,1,3,3,1,1,1,1,3,4,2,4
Blankenheim,3,2,1,3,2,1,2,3,3,2,3,4,3,1,4,4,1,2,3,3,5,2,2,1,1,3,3,3,2,4,3,4,0,2,3,2,5,2,3,2,4,3,3,3,5,4,4,3,2,3,4,3,5,5,2,2,4,4,1,4,3,1,1,5,2,4,3,1,4,1,2,1
Korschenbroich,3,1,2,2,3,4,1,1,5,3,4,4,0,2,5,3,0,4,3,4,1,2,5,2,2,2,3,0,4,5,5,1,2,5,3,1,4,3,2,3,1,4,1,3,5,5,4,4,2,1,4,4,2,3,5,1,3,4,5,3,3,2,3,2,2,4,5,4,4,2,2,2
Kreuzau,2,3,3,3,1,1,0,1,3,2,4,1,3,0,1,2,0,4,4,3,2,3,2,3,2,3,3,2,3,4,0,3,5,3,2,2,5,3,4,3,4,3,3,1,3,1,0,2,2,4,3,3,2,4,3,4,3,3,3,1,0,3,3,2,2,3,0,5,3,4,4,2
Bergneustadt,2,2,2,1,1,3,1,2,2,3,3,2,1,5,2,3,2,3,3,4,3,4,4,5,4,4,2,5,4,3,2,4,3,2,5,3,1,3,1,3,4,4,3,4,4,1,3,2,3,4,4,5,2,1,2,3,3,1,0,1,1,1,2,1,1,0,5,3,2,1,0,4
Kirchhundem,3,2,2,1,3,1,4,2,3,1,2,1,3,3,2,4,5,4,3,1,2,4,3,5,4,4,2,5,3,3,3,2,0,4,4,3,4,4,2,4,0,2,3,1,0,3,2,2,1,4,5,5,2,4,3,2,4,3,2,4,3,2,4,2,2,2,3,2,3,4,1,3
Halver,4,3,2,0,2,3,1,3,2,5,2,2,5,4,1,2,4,3,2,4,2,2,2,3,3,0,1,0,3,2,1,2,4,4,3,2,3,3,4,5,1,1,4,2,2,4,3,4,1,5,2,0,3,4,3,5,1,1,3,3,3,4,1,4,3,2,3,2,5,3,1,4
Arnsberg,2,4,2,4,5,3,3,4,5,4,1,4,4,3,5,4,3,0,2,2,4,4,1,5,5,2,4,4,1,2,2,2,5,0,1,0,2,3,1,4,2,4,4,3,3,3,2,5,1,3,3,2,0,2,2,4,5,3,3,4,1,3,2,2,4,0,4,5,3,1,1,3
VoerdeNiederrhein,2,4,4,3,4,0,1,0,2,4,0,2,4,3,4,0,4,4,2,2,1,4,3,4,5,5,0,0,2,4,3,3,1,2,1,2,4,3,1,3,3,4,4,3,2,5,2,4,3,1,4,2,1,0,2,2,2,2,3,5,5,2,4,2,2,0,2,4,3,4,3,2
Langenberg,5,5,3,2,4,3,4,3,2,5,2,3,5,3,2,1,2,2,0,5,2,2,3,2,4,0,2,1,1,1,1,4,3,2,1,5,1,2,2,4,2,2,5,3,3,4,1,3,3,2,4,1,4,2,5,3,4,3,0,5,4,3,2,0,4,4,4,5,3,4,4,3
Alpen,4,3,1,2,3,2,3,1,3,1,1,3,5,0,3,1,4,3,1,3,2,3,4,4,2,5,1,5,0,1,1,2,1,2,5,2,2,2,2,4,0,3,2,2,5,3,2,4,4,4,3,5,2,3,3,0,1,4,3,4,3,4,1,2,3,2,1,3,2,4,3,1
Warburg,4,4,2,5,3,4,4,1,4,4,3,1,4,3,4,4,3,4,4,4,0,3,2,2,4,3,3,5,3,1,5,3,2,2,1,2,2,3,1,1,1,4,4,3,4,3,2,0,3,3,5,5,4,3,3,1,3,1,4,3,4,3,2,2,2,2,5,2,3,4,2,3
Niederkruechten,4,5,5,5,2,4,1,4,2,1,1,2,3,4,1,1,4,2,3,2,0,5,3,2,5,2,3,4,3,3,2,3,2,0,2,1,1,1,4,4,1,2,1,4,3,2,0,3,2,4,1,4,4,5,0,3,5,4,5,4,5,1,5,3,4,3,3,2,1,5,5,2
Langerwehe,4,4,3,3,3,1,4,5,4,5,3,4,3,4,3,4,1,1,2,0,1,1,4,5,4,3,2,5,2,3,4,1,2,5,3,5,3,1,4,2,4,4,0,1,3,3,3,5,0,1,3,4,3,1,0,2,3,0,3,2,3,3,3,3,3,5,3,1,4,1,1,5
Recklinghausen,4,4,4,3,1,0,4,2,2,2,4,4,1,0,2,4,3,2,4,3,2,4,4,4,4,4,1,4,1,2,4,4,3,1,1,0,3,3,1,4,2,2,4,4,3,5,1,5,5,4,1,2,4,1,3,2,4,2,4,4,3,4,4,2,3,1,1,4,4,4,2,3
SchlossHolteStukenbrock,3,3,1,3,0,3,2,1,1,3,3,3,1,1,1,3,2,4,3,5,5,1,2,1,3,2,3,5,2,4,4,4,3,1,0,3,0,3,3,5,3,4,3,2,2,3,3,3,3,1,1,2,0,2,0,1,1,2,2,3,4,4,4,5,5,4,3,2,1,3,1,2
Kreuztal,1,5,4,2,4,5,3,2,3,2,0,5,0,3,4,5,4,4,1,4,1,3,2,3,5,3,4,4,5,3,1,1,5,2,4,4,4,1,4,1,2,4,1,3,0,5,1,1,4,1,1,3,4,4,1,1,1,2,4,4,4,3,2,2,1,2,2,3,1,1,3,0
Ennepetal,1,5,2,2,3,2,1,1,2,4,4,3,5,5,4,5,0,1,5,4,2,3,3,1,3,4,1,4,0,2,3,0,3,3,2,0,4,2,2,4,2,2,1,3,2,3,4,1,4,1,1,1,4,2,2,1,1,5,0,3,4,3,5,3,4,3,2,3,5,5,3,5
Erwitte,5,1,4,4,2,1,1,2,3,3,0,4,2,3,0,1,4,1,4,4,1,0,1,4,1,1,3,3,3,4,5,3,1,2,2,5,1,3,2,1,4,1,2,4,2,1,5,4,4,3,4,3,5,3,4,0,3,3,1,0,5,3,1,5,2,3,4,1,3,4,4,3
Selfkant,1,3,3,4,4,3,2,3,4,2,1,2,2,1,3,4,2,4,2,2,4,1,1,1,2,2,3,3,4,2,1,4,4,3,4,3,2,1,3,3,5,4,2,2,4,1,3,4,3,1,4,3,3,3,1,1,5,1,2,4,2,4,3,2,4,3,1,0,3,3,4,2
BadBerleburg,3,3,1,4,4,4,4,2,1,3,4,3,3,2,3,4,4,1,4,2,3,3,3,5,4,0,2,4,3,1,3,3,4,2,0,3,5,2,3,3,4,0,1,2,1,1,3,4,2,2,4,1,2,2,4,5,5,4,3,3,3,3,4,1,4,2,2,3,5,0,3,4
Schermbeck,1,3,5,4,2,1,1,2,1,1,3,3,5,2,3,3,2,4,2,4,3,2,4,5,5,2,1,4,3,0,2,3,4,1,4,4,3,5,4,1,5,3,1,5,5,2,2,2,1,4,3,5,2,3,3,2,0,4,1,3,5,2,4,3,2,3,4,4,4,2,2,4
Luebbecke,2,3,1,3,2,1,1,1,4,1,0,1,2,5,4,4,3,3,2,2,4,4,3,3,4,3,4,3,4,3,4,4,2,3,4,4,5,3,2,4,3,3,3,0,1,1,4,2,3,3,2,1,4,1,4,0,2,5,0,0,2,4,4,0,1,3,2,3,4,3,3,4
Sprockhoevel,3,1,5,3,1,2,2,3,3,3,4,3,3,4,3,5,2,2,1,3,2,0,4,2,0,3,5,5,3,0,2,4,4,1,2,1,4,0,5,4,3,1,5,1,4,4,3,3,4,3,2,3,2,4,1,2,2,2,3,5,3,3,5,1,2,0,3,1,3,3,4,3
Meinerzhagen,4,5,0,0,5,4,4,3,1,4,2,4,3,2,1,0,2,4,3,2,1,3,4,4,2,1,2,5,5,2,2,4,1,3,5,3,4,3,4,3,2,3,3,3,4,3,3,3,4,4,5,2,4,2,3,3,2,2,3,5,4,0,3,4,2,4,2,3,4,3,3,2
Hattingen,0,3,5,4,4,2,5,4,4,4,2,2,3,2,4,4,4,5,4,1,1,1,2,2,4,3,2,4,2,3,3,1,1,2,3,4,2,4,4,1,2,3,4,0,2,3,1,3,4,1,5,2,2,3,1,1,2,3,0,2,1,4,3,4,2,1,3,0,1,4,3,1
Olsberg,2,4,3,4,1,0,4,4,1,3,3,3,4,2,1,2,1,1,2,3,3,1,1,0,2,4,3,4,2,2,3,4,2,3,2,5,4,3,2,2,3,4,2,2,4,3,3,1,2,1,3,0,1,5,4,5,1,0,1,3,2,2,2,2,2,3,5,3,1,2,3,2
Kall,2,4,1,4,1,3,2,2,1,2,0,1,2,0,4,3,4,1,4,2,4,4,3,3,2,2,1,2,5,3,0,3,3,3,2,4,2,0,1,1,4,3,4,1,4,4,4,3,2,1,4,1,0,4,1,1,2,5,2,2,3,1,2,3,2,2,1,4,4,2,2,5
